gender,age,location,category,item,quantity,date,unit_price,total_price
male,28,leinster,phones,iphone,10,2018-03-31,910.99,9109.90
female,50,connacht,computers,dell,6,2017-12-06,1323.49,7940.94
male,44,connacht,accessories,headphones,5,2018-10-13,225.39,1126.95
female,25,ulster,accessories,speakers,2,2018-05-19,78.35,156.70
male,45,ulster,footwear,adidas,8,2017-05-05,115.99,927.92
male,47,connacht,phones,infinix,8,2018-04-02,340.29,2722.32
male,28,connacht,footwear,nike,7,2019-01-31,107.92,755.44
male,54,leinster,phones,samsung,10,2019-11-18,890.29,8902.90
female,63,ulster,footwear,nike,9,2019-12-25,107.92,971.28
male,46,munster,electronics,fan,4,2017-07-16,24.49,97.96
male,46,munster,accessories,headphones,5,2018-07-16,225.39,1126.95
male,55,connacht,accessories,speakers,8,2019-09-12,78.35,626.80
female,40,ulster,computers,apple,8,2018-10-01,1672.99,13383.92
female,36,connacht,phones,infinix,10,2019-03-12,340.29,3402.90
male,32,ulster,phones,samsung,2,2018-06-04,890.29,1780.58
female,29,connacht,accessories,camera,2,2019-02-13,174.88,349.76
female,42,leinster,footwear,nike,10,2018-02-07,107.92,1079.20
female,24,connacht,electronics,refridgerator,2,2019-05-30,205.99,411.98
female,24,connacht,computers,dell,5,2019-02-18,1323.49,6617.45
male,60,ulster,electronics,television,5,2017-07-30,185.50,927.50
female,20,ulster,phones,huawei,8,2017-01-07,750.99,6007.92
male,19,leinster,footwear,adidas,1,2018-03-03,115.99,115.99
male,19,munster,phones,gionee,4,2018-05-28,280.99,1123.96
female,28,ulster,electronics,washing_machine,3,2017-06-08,219.99,659.97
male,21,ulster,phones,infinix,9,2018-07-22,340.29,3062.61
female,56,connacht,electronics,iron,7,2017-11-13,59.60,417.20
female,28,connacht,computers,lenovo,1,2017-07-06,827.45,827.45
female,56,munster,footwear,adidas,8,2018-07-19,115.99,927.92
male,56,munster,computers,dell,8,2017-12-24,1323.49,10587.92
female,27,leinster,computers,apple,7,2017-09-05,1672.99,11710.93
male,47,leinster,electronics,bulb,3,2019-03-02,7.99,23.97
female,43,munster,footwear,nike,1,2018-04-10,107.92,107.92
female,58,leinster,footwear,nike,6,2018-01-29,107.92,647.52
male,58,leinster,accessories,speakers,9,2019-02-06,78.35,705.15
female,46,munster,accessories,camera,5,2019-03-11,174.88,874.40
female,57,leinster,phones,infinix,10,2017-12-25,340.29,3402.90
male,63,ulster,computers,lenovo,1,2019-06-22,827.45,827.45
male,55,leinster,computers,apple,3,2018-01-13,1672.99,5018.97
male,21,ulster,footwear,puma,2,2019-12-02,99.99,199.98
female,48,ulster,footwear,puma,10,2018-11-12,99.99,999.90
male,31,leinster,phones,samsung,5,2019-01-30,890.29,4451.45
male,41,ulster,footwear,nike,7,2019-11-15,107.92,755.44
female,42,leinster,accessories,speakers,2,2018-01-13,78.35,156.70
male,58,ulster,computers,dell,7,2018-08-02,1323.49,9264.43
male,23,leinster,electronics,bulb,4,2019-12-05,7.99,31.96
male,25,leinster,accessories,camera,10,2018-10-05,174.88,1748.80
male,32,leinster,accessories,speakers,8,2019-08-12,78.35,626.80
male,38,leinster,accessories,camera,6,2018-04-13,174.88,1049.28
male,62,leinster,footwear,puma,4,2018-05-06,99.99,399.96
male,60,ulster,accessories,speakers,6,2019-03-17,78.35,470.10
male,21,leinster,phones,nokia,1,2017-05-27,420.19,420.19
male,21,leinster,phones,iphone,1,2018-09-04,910.99,910.99
female,40,connacht,footwear,puma,2,2018-08-10,99.99,199.98
male,46,leinster,phones,samsung,1,2018-03-08,890.29,890.29
female,29,connacht,phones,infinix,4,2019-11-14,340.29,1361.16
male,36,ulster,electronics,bulb,1,2017-07-30,7.99,7.99
female,47,ulster,electronics,washing_machine,9,2017-07-17,219.99,1979.91
male,23,munster,footwear,puma,7,2018-10-11,99.99,699.93
male,40,ulster,electronics,iron,2,2019-11-02,59.60,119.20
male,20,ulster,phones,samsung,4,2018-12-02,890.29,3561.16
male,48,connacht,electronics,television,1,2017-08-09,185.50,185.50
female,57,munster,phones,iphone,2,2017-08-02,910.99,1821.98
female,53,leinster,accessories,speakers,6,2018-03-11,78.35,470.10
female,53,ulster,electronics,fan,6,2019-10-15,24.49,146.94
female,36,leinster,phones,tecno,9,2017-05-15,300.99,2708.91
male,45,leinster,computers,apple,4,2017-09-05,1672.99,6691.96
female,29,ulster,electronics,refridgerator,4,2019-08-23,205.99,823.96
female,52,ulster,computers,lenovo,4,2017-03-13,827.45,3309.80
male,60,leinster,accessories,speakers,10,2019-09-17,78.35,783.50
female,56,leinster,footwear,nike,7,2018-06-01,107.92,755.44
female,42,leinster,footwear,adidas,3,2019-07-10,115.99,347.97
female,48,munster,electronics,refridgerator,7,2017-05-19,205.99,1441.93
female,33,ulster,accessories,headphones,10,2019-12-07,225.39,2253.90
female,58,munster,footwear,puma,8,2018-01-22,99.99,799.92
female,58,ulster,phones,samsung,3,2019-06-02,890.29,2670.87
male,18,connacht,footwear,puma,3,2018-07-24,99.99,299.97
female,40,leinster,footwear,nike,6,2017-08-04,107.92,647.52
female,36,leinster,footwear,nike,5,2018-06-18,107.92,539.60
male,42,munster,phones,nokia,8,2017-01-10,420.19,3361.52
male,21,munster,footwear,nike,1,2017-01-11,107.92,107.92
male,31,ulster,electronics,cooker,9,2018-01-14,85.99,773.91
male,60,connacht,electronics,television,4,2019-04-25,185.50,742.00
male,31,munster,footwear,nike,8,2018-09-16,107.92,863.36
male,40,ulster,computers,asus,9,2018-02-15,984.34,8859.06
male,23,connacht,computers,lenovo,10,2018-09-20,827.45,8274.50
male,31,ulster,electronics,washing_machine,5,2019-09-04,219.99,1099.95
male,18,ulster,phones,tecno,6,2017-03-06,300.99,1805.94
male,43,leinster,accessories,speakers,8,2019-04-18,78.35,626.80
male,40,leinster,phones,nokia,7,2017-05-30,420.19,2941.33
female,53,ulster,electronics,washing_machine,2,2018-11-20,219.99,439.98
female,31,munster,accessories,headphones,5,2019-07-02,225.39,1126.95
male,56,munster,footwear,puma,9,2017-06-24,99.99,899.91
female,51,munster,accessories,camera,2,2017-03-21,174.88,349.76
female,39,ulster,electronics,fan,6,2019-01-13,24.49,146.94
female,49,munster,accessories,speakers,3,2018-05-16,78.35,235.05
male,29,connacht,phones,infinix,5,2018-05-19,340.29,1701.45
female,52,connacht,phones,samsung,8,2017-02-09,890.29,7122.32
female,28,connacht,accessories,speakers,5,2018-11-03,78.35,391.75
female,23,connacht,footwear,puma,3,2017-12-20,99.99,299.97
male,49,munster,accessories,speakers,1,2017-03-12,78.35,78.35
female,31,connacht,phones,nokia,5,2019-06-20,420.19,2100.95
male,46,ulster,electronics,refridgerator,3,2019-08-23,205.99,617.97
female,41,ulster,phones,samsung,3,2018-04-14,890.29,2670.87
female,44,leinster,accessories,speakers,5,2019-05-22,78.35,391.75
female,34,connacht,phones,iphone,9,2019-09-24,910.99,8198.91
male,63,connacht,phones,infinix,6,2017-09-24,340.29,2041.74
female,43,connacht,footwear,puma,8,2019-01-19,99.99,799.92
female,20,connacht,footwear,adidas,1,2019-08-29,115.99,115.99
female,49,ulster,electronics,television,3,2018-04-30,185.50,556.50
male,27,connacht,computers,dell,10,2018-01-16,1323.49,13234.90
female,56,munster,phones,gionee,7,2017-03-10,280.99,1966.93
male,23,munster,phones,huawei,2,2017-01-14,750.99,1501.98
female,49,leinster,computers,dell,3,2017-08-27,1323.49,3970.47
male,25,ulster,electronics,bulb,10,2019-10-31,7.99,79.90
female,51,ulster,footwear,nike,10,2019-05-13,107.92,1079.20
female,29,munster,phones,huawei,2,2019-09-13,750.99,1501.98
female,39,ulster,accessories,camera,7,2018-03-20,174.88,1224.16
male,54,ulster,accessories,headphones,1,2018-10-12,225.39,225.39
male,59,ulster,footwear,adidas,4,2018-08-29,115.99,463.96
male,36,leinster,phones,nokia,2,2018-07-14,420.19,840.38
female,27,connacht,footwear,nike,9,2017-07-15,107.92,971.28
female,52,connacht,accessories,camera,1,2018-02-19,174.88,174.88
female,48,leinster,computers,hp,2,2018-07-14,1082.99,2165.98
female,35,leinster,computers,apple,10,2019-09-22,1672.99,16729.90
male,35,leinster,computers,dell,10,2017-12-14,1323.49,13234.90
male,19,leinster,electronics,washing_machine,8,2017-11-24,219.99,1759.92
male,53,leinster,accessories,camera,9,2019-07-21,174.88,1573.92
female,65,munster,footwear,nike,9,2018-05-06,107.92,971.28
male,47,connacht,computers,asus,5,2019-10-17,984.34,4921.70
female,47,ulster,computers,hp,9,2017-08-15,1082.99,9746.91
female,58,leinster,accessories,camera,3,2018-06-15,174.88,524.64
male,51,munster,footwear,adidas,3,2017-08-08,115.99,347.97
female,62,connacht,computers,apple,10,2017-12-17,1672.99,16729.90
male,58,connacht,accessories,camera,1,2019-11-02,174.88,174.88
female,34,munster,accessories,camera,7,2018-01-08,174.88,1224.16
male,53,munster,footwear,puma,10,2017-11-13,99.99,999.90
female,60,munster,footwear,nike,4,2017-05-18,107.92,431.68
female,44,ulster,computers,lenovo,2,2019-07-19,827.45,1654.90
female,48,munster,electronics,cooker,5,2017-03-19,85.99,429.95
male,37,leinster,electronics,fan,6,2018-08-17,24.49,146.94
male,50,munster,phones,nokia,5,2017-12-30,420.19,2100.95
female,63,munster,footwear,nike,1,2018-03-18,107.92,107.92
female,60,munster,computers,dell,1,2018-11-10,1323.49,1323.49
male,58,munster,electronics,fan,1,2019-02-07,24.49,24.49
female,32,ulster,phones,nokia,5,2019-10-27,420.19,2100.95
female,48,munster,electronics,cooker,4,2017-10-17,85.99,343.96
male,38,connacht,computers,lenovo,7,2019-10-15,827.45,5792.15
male,28,munster,phones,tecno,2,2018-06-20,300.99,601.98
female,52,munster,electronics,iron,8,2017-04-27,59.60,476.80
female,32,connacht,computers,lenovo,6,2017-03-30,827.45,4964.70
female,43,ulster,footwear,puma,5,2018-04-02,99.99,499.95
male,22,ulster,accessories,headphones,8,2018-08-30,225.39,1803.12
female,27,connacht,footwear,nike,3,2017-01-27,107.92,323.76
male,44,ulster,phones,iphone,6,2019-08-02,910.99,5465.94
female,30,ulster,electronics,iron,1,2017-12-25,59.60,59.60
male,46,ulster,phones,huawei,8,2019-08-08,750.99,6007.92
female,24,munster,footwear,adidas,6,2019-12-20,115.99,695.94
female,19,connacht,electronics,washing_machine,6,2017-09-17,219.99,1319.94
female,34,connacht,phones,iphone,2,2017-01-01,910.99,1821.98
female,25,leinster,electronics,iron,9,2017-08-06,59.60,536.40
female,21,leinster,accessories,camera,5,2019-09-17,174.88,874.40
male,37,connacht,footwear,nike,8,2018-07-29,107.92,863.36
male,60,munster,computers,lenovo,5,2018-04-24,827.45,4137.25
male,19,connacht,accessories,headphones,8,2019-12-26,225.39,1803.12
female,29,connacht,phones,gionee,2,2017-12-14,280.99,561.98
male,38,ulster,accessories,camera,5,2018-08-23,174.88,874.40
female,44,ulster,accessories,headphones,7,2017-10-09,225.39,1577.73
female,28,munster,accessories,speakers,2,2019-11-16,78.35,156.70
male,34,connacht,accessories,headphones,2,2018-09-17,225.39,450.78
female,55,leinster,electronics,fan,1,2019-01-26,24.49,24.49
female,36,connacht,footwear,puma,9,2019-09-15,99.99,899.91
male,19,ulster,accessories,camera,2,2018-09-23,174.88,349.76
female,59,leinster,phones,nokia,1,2017-01-23,420.19,420.19
male,29,leinster,electronics,washing_machine,4,2018-04-07,219.99,879.96
male,38,munster,phones,iphone,5,2018-12-03,910.99,4554.95
male,60,ulster,accessories,camera,5,2018-04-09,174.88,874.40
male,28,munster,electronics,washing_machine,8,2018-04-18,219.99,1759.92
male,20,connacht,electronics,cooker,7,2019-02-26,85.99,601.93
female,20,connacht,phones,huawei,4,2018-09-29,750.99,3003.96
male,60,leinster,electronics,cooker,1,2018-01-05,85.99,85.99
female,27,leinster,phones,samsung,6,2019-06-18,890.29,5341.74
female,23,munster,computers,apple,9,2019-11-03,1672.99,15056.91
male,61,leinster,accessories,headphones,9,2018-06-08,225.39,2028.51
female,46,ulster,footwear,adidas,1,2017-03-07,115.99,115.99
male,48,munster,computers,apple,9,2019-03-09,1672.99,15056.91
male,25,connacht,computers,asus,5,2018-03-24,984.34,4921.70
male,30,munster,phones,samsung,1,2019-05-28,890.29,890.29
male,46,connacht,accessories,speakers,2,2018-04-20,78.35,156.70
female,25,munster,footwear,adidas,1,2017-08-29,115.99,115.99
male,60,leinster,accessories,headphones,6,2019-08-29,225.39,1352.34
female,21,leinster,footwear,adidas,7,2018-08-02,115.99,811.93
female,41,connacht,electronics,washing_machine,9,2019-06-25,219.99,1979.91
male,40,munster,phones,tecno,9,2019-08-03,300.99,2708.91
male,41,connacht,phones,nokia,5,2017-06-04,420.19,2100.95
male,32,munster,phones,samsung,9,2018-04-15,890.29,8012.61
female,61,connacht,computers,asus,8,2019-05-02,984.34,7874.72
female,20,munster,computers,hp,4,2019-11-02,1082.99,4331.96
male,62,connacht,electronics,washing_machine,3,2018-02-19,219.99,659.97
male,46,connacht,accessories,camera,6,2018-03-25,174.88,1049.28
female,26,leinster,computers,apple,7,2018-06-19,1672.99,11710.93
female,62,leinster,electronics,bulb,5,2017-08-23,7.99,39.95
female,32,leinster,footwear,adidas,6,2017-06-25,115.99,695.94
female,41,connacht,footwear,puma,3,2017-03-03,99.99,299.97
male,25,connacht,accessories,camera,4,2017-11-13,174.88,699.52
female,41,munster,accessories,camera,4,2018-07-23,174.88,699.52
female,54,ulster,computers,asus,3,2017-08-14,984.34,2953.02
female,18,connacht,accessories,headphones,1,2017-12-14,225.39,225.39
female,43,leinster,computers,hp,7,2017-09-16,1082.99,7580.93
male,59,ulster,footwear,nike,1,2018-04-03,107.92,107.92
male,45,munster,phones,nokia,8,2018-07-10,420.19,3361.52
male,23,leinster,footwear,puma,6,2017-10-20,99.99,599.94
male,65,munster,computers,lenovo,4,2018-09-18,827.45,3309.80
female,52,munster,accessories,camera,6,2018-11-10,174.88,1049.28
female,20,ulster,accessories,headphones,2,2018-01-12,225.39,450.78
male,26,leinster,accessories,headphones,6,2017-02-02,225.39,1352.34
male,27,connacht,phones,gionee,3,2017-08-02,280.99,842.97
female,44,munster,phones,nokia,10,2017-05-26,420.19,4201.90
female,49,connacht,accessories,speakers,5,2017-08-03,78.35,391.75
male,33,munster,footwear,adidas,8,2017-01-24,115.99,927.92
female,36,munster,footwear,nike,10,2019-10-05,107.92,1079.20
male,61,ulster,footwear,puma,4,2017-06-05,99.99,399.96
female,54,munster,phones,tecno,1,2018-06-07,300.99,300.99
female,52,munster,computers,hp,7,2019-10-26,1082.99,7580.93
female,31,connacht,footwear,nike,7,2017-10-31,107.92,755.44
male,46,ulster,accessories,camera,4,2017-04-03,174.88,699.52
female,62,connacht,computers,hp,7,2017-03-03,1082.99,7580.93
female,50,munster,computers,lenovo,3,2019-02-16,827.45,2482.35
female,37,leinster,computers,asus,1,2019-11-04,984.34,984.34
female,49,ulster,accessories,headphones,2,2018-09-09,225.39,450.78
female,30,munster,phones,iphone,9,2019-09-02,910.99,8198.91
male,27,ulster,computers,dell,2,2017-03-26,1323.49,2646.98
male,42,leinster,accessories,camera,1,2019-11-22,174.88,174.88
male,57,ulster,footwear,puma,3,2019-11-10,99.99,299.97
female,61,ulster,accessories,camera,4,2018-03-31,174.88,699.52
female,55,munster,footwear,puma,5,2019-01-08,99.99,499.95
male,36,connacht,footwear,adidas,1,2018-11-10,115.99,115.99
female,64,ulster,electronics,fan,9,2017-09-04,24.49,220.41
male,28,connacht,accessories,headphones,2,2019-01-15,225.39,450.78
male,55,connacht,electronics,washing_machine,3,2017-09-15,219.99,659.97
female,60,munster,phones,huawei,8,2018-05-22,750.99,6007.92
male,40,munster,electronics,television,10,2018-04-18,185.50,1855.00
female,58,leinster,computers,asus,2,2018-02-03,984.34,1968.68
female,42,leinster,computers,lenovo,8,2017-10-29,827.45,6619.60
male,27,connacht,footwear,nike,8,2017-01-14,107.92,863.36
male,27,connacht,phones,nokia,3,2017-01-05,420.19,1260.57
male,40,munster,accessories,headphones,8,2019-12-20,225.39,1803.12
female,65,leinster,accessories,camera,8,2018-09-14,174.88,1399.04
female,53,leinster,electronics,washing_machine,2,2019-08-29,219.99,439.98
male,25,connacht,accessories,camera,2,2017-12-21,174.88,349.76
female,47,ulster,computers,hp,3,2018-09-28,1082.99,3248.97
male,26,ulster,footwear,nike,10,2019-11-24,107.92,1079.20
female,27,leinster,computers,apple,8,2017-06-07,1672.99,13383.92
female,24,connacht,electronics,television,4,2019-11-03,185.50,742.00
male,25,ulster,phones,nokia,8,2017-12-24,420.19,3361.52
female,27,leinster,computers,asus,9,2018-02-02,984.34,8859.06
male,19,connacht,electronics,cooker,5,2019-12-13,85.99,429.95
male,59,leinster,electronics,washing_machine,7,2017-11-13,219.99,1539.93
female,40,leinster,electronics,cooker,9,2019-03-13,85.99,773.91
female,39,leinster,computers,asus,2,2019-02-13,984.34,1968.68
female,25,leinster,footwear,puma,2,2018-01-30,99.99,199.98
female,48,connacht,phones,gionee,10,2017-12-26,280.99,2809.90
male,30,ulster,phones,gionee,10,2018-06-22,280.99,2809.90
male,21,munster,phones,infinix,10,2017-11-20,340.29,3402.90
male,50,ulster,electronics,bulb,6,2019-08-23,7.99,47.94
male,65,leinster,electronics,cooker,10,2019-10-08,85.99,859.90
female,39,connacht,accessories,headphones,2,2017-04-14,225.39,450.78
male,33,ulster,computers,hp,8,2018-08-05,1082.99,8663.92
male,38,ulster,electronics,refridgerator,6,2018-12-31,205.99,1235.94
female,53,leinster,electronics,iron,7,2018-07-04,59.60,417.20
female,40,munster,phones,iphone,1,2018-01-26,910.99,910.99
female,22,connacht,accessories,camera,4,2018-09-21,174.88,699.52
male,60,connacht,electronics,iron,8,2018-07-24,59.60,476.80
male,22,ulster,computers,dell,9,2017-12-16,1323.49,11911.41
female,54,ulster,computers,asus,10,2019-11-23,984.34,9843.40
female,45,leinster,electronics,fan,7,2017-06-22,24.49,171.43
male,31,connacht,footwear,nike,9,2019-09-20,107.92,971.28
male,54,munster,phones,nokia,3,2019-11-01,420.19,1260.57
female,40,connacht,phones,gionee,4,2018-02-23,280.99,1123.96
female,38,leinster,electronics,refridgerator,10,2019-03-01,205.99,2059.90
female,41,leinster,footwear,puma,7,2018-06-18,99.99,699.93
female,30,ulster,footwear,puma,2,2017-08-31,99.99,199.98
male,20,munster,phones,huawei,4,2018-07-19,750.99,3003.96
male,50,connacht,footwear,puma,8,2018-02-12,99.99,799.92
male,59,leinster,electronics,washing_machine,3,2018-02-07,219.99,659.97
female,43,ulster,footwear,adidas,1,2018-01-17,115.99,115.99
female,53,leinster,computers,apple,5,2019-05-22,1672.99,8364.95
male,23,munster,phones,huawei,2,2019-04-19,750.99,1501.98
female,35,leinster,computers,apple,7,2017-12-21,1672.99,11710.93
female,52,ulster,computers,apple,2,2019-08-30,1672.99,3345.98
male,43,connacht,computers,apple,3,2017-05-26,1672.99,5018.97
male,46,connacht,footwear,nike,1,2019-02-28,107.92,107.92
female,60,connacht,electronics,refridgerator,9,2017-07-15,205.99,1853.91
female,52,munster,footwear,adidas,3,2018-10-03,115.99,347.97
female,53,ulster,electronics,refridgerator,8,2019-03-13,205.99,1647.92
male,31,connacht,electronics,cooker,3,2019-10-13,85.99,257.97
male,53,leinster,electronics,fan,6,2018-12-30,24.49,146.94
female,21,munster,footwear,adidas,5,2017-03-15,115.99,579.95
male,21,connacht,computers,hp,5,2017-12-25,1082.99,5414.95
male,61,connacht,phones,samsung,7,2017-10-24,890.29,6232.03
female,52,leinster,footwear,nike,5,2019-06-12,107.92,539.60
female,35,munster,electronics,bulb,1,2017-12-26,7.99,7.99
female,18,munster,accessories,camera,3,2017-05-31,174.88,524.64
female,37,ulster,accessories,headphones,1,2018-04-18,225.39,225.39
male,54,connacht,computers,dell,7,2017-11-26,1323.49,9264.43
female,28,ulster,footwear,puma,2,2019-06-23,99.99,199.98
male,47,ulster,accessories,headphones,9,2017-05-31,225.39,2028.51
female,58,connacht,phones,huawei,2,2017-08-28,750.99,1501.98
female,57,ulster,computers,apple,7,2017-07-23,1672.99,11710.93
male,46,ulster,accessories,headphones,2,2018-12-25,225.39,450.78
male,30,leinster,phones,infinix,1,2017-12-14,340.29,340.29
male,27,connacht,computers,lenovo,3,2017-04-26,827.45,2482.35
male,26,munster,electronics,cooker,9,2019-06-14,85.99,773.91
male,27,connacht,accessories,speakers,1,2018-10-22,78.35,78.35
female,53,munster,electronics,television,8,2017-08-09,185.50,1484.00
male,54,leinster,phones,infinix,6,2018-08-19,340.29,2041.74
male,36,connacht,accessories,camera,6,2019-09-14,174.88,1049.28
male,35,ulster,computers,asus,6,2019-06-30,984.34,5906.04
male,51,leinster,computers,dell,3,2017-02-18,1323.49,3970.47
male,61,munster,phones,nokia,1,2018-05-03,420.19,420.19
male,41,munster,footwear,nike,8,2018-03-07,107.92,863.36
male,62,munster,computers,lenovo,1,2019-02-28,827.45,827.45
male,22,connacht,accessories,camera,7,2019-06-17,174.88,1224.16
male,54,connacht,electronics,television,8,2018-07-19,185.50,1484.00
male,47,connacht,computers,lenovo,9,2018-10-09,827.45,7447.05
male,65,munster,phones,nokia,7,2018-11-01,420.19,2941.33
male,50,ulster,electronics,washing_machine,6,2018-02-07,219.99,1319.94
female,47,munster,computers,hp,1,2017-03-25,1082.99,1082.99
female,23,leinster,phones,samsung,4,2018-12-09,890.29,3561.16
female,43,ulster,phones,infinix,4,2018-07-16,340.29,1361.16
female,52,connacht,footwear,nike,1,2017-01-03,107.92,107.92
male,60,connacht,accessories,headphones,5,2017-02-09,225.39,1126.95
male,24,connacht,accessories,headphones,9,2018-11-23,225.39,2028.51
female,19,ulster,computers,lenovo,8,2019-09-22,827.45,6619.60
female,62,leinster,footwear,puma,9,2018-02-08,99.99,899.91
female,28,leinster,phones,samsung,8,2018-12-22,890.29,7122.32
female,50,leinster,computers,apple,7,2017-03-02,1672.99,11710.93
female,25,munster,accessories,camera,10,2019-05-24,174.88,1748.80
male,55,leinster,accessories,camera,9,2017-01-03,174.88,1573.92
male,61,ulster,computers,asus,10,2017-01-18,984.34,9843.40
male,28,connacht,phones,huawei,3,2017-07-08,750.99,2252.97
male,37,leinster,electronics,television,5,2017-11-15,185.50,927.50
female,40,connacht,computers,hp,2,2018-05-19,1082.99,2165.98
female,40,munster,accessories,speakers,5,2019-08-21,78.35,391.75
female,34,leinster,accessories,headphones,4,2019-11-15,225.39,901.56
female,41,munster,phones,tecno,3,2019-12-31,300.99,902.97
female,54,ulster,computers,asus,8,2017-05-27,984.34,7874.72
female,22,ulster,accessories,speakers,3,2018-01-23,78.35,235.05
male,57,leinster,phones,gionee,9,2018-10-19,280.99,2528.91
female,26,leinster,accessories,headphones,2,2019-04-10,225.39,450.78
female,32,connacht,accessories,headphones,4,2019-09-18,225.39,901.56
male,23,ulster,electronics,bulb,4,2019-10-04,7.99,31.96
female,54,munster,accessories,headphones,5,2019-09-15,225.39,1126.95
female,46,ulster,computers,hp,2,2019-12-31,1082.99,2165.98
female,27,munster,phones,iphone,5,2017-11-28,910.99,4554.95
male,44,connacht,phones,gionee,4,2019-12-01,280.99,1123.96
male,40,connacht,electronics,cooker,9,2019-07-25,85.99,773.91
female,49,connacht,electronics,washing_machine,2,2018-11-25,219.99,439.98
male,57,munster,footwear,adidas,1,2017-04-16,115.99,115.99
female,47,ulster,accessories,camera,9,2017-03-27,174.88,1573.92
female,61,leinster,electronics,fan,3,2017-09-08,24.49,73.47
male,37,ulster,accessories,camera,1,2018-03-03,174.88,174.88
female,43,munster,electronics,television,4,2019-04-03,185.50,742.00
male,42,munster,accessories,speakers,8,2017-06-24,78.35,626.80
female,22,ulster,computers,dell,10,2018-01-22,1323.49,13234.90
female,26,leinster,footwear,puma,4,2017-08-12,99.99,399.96
female,55,munster,phones,infinix,7,2018-02-23,340.29,2382.03
male,37,leinster,footwear,puma,4,2018-06-21,99.99,399.96
female,41,munster,computers,lenovo,8,2017-05-02,827.45,6619.60
male,54,ulster,phones,samsung,4,2019-09-20,890.29,3561.16
female,58,leinster,electronics,television,6,2019-01-10,185.50,1113.00
male,45,leinster,computers,lenovo,8,2018-04-19,827.45,6619.60
male,56,leinster,accessories,headphones,10,2018-09-22,225.39,2253.90
male,62,leinster,electronics,bulb,8,2018-10-16,7.99,63.92
female,45,leinster,electronics,iron,10,2019-05-12,59.60,596.00
female,29,leinster,phones,iphone,7,2017-03-07,910.99,6376.93
female,55,leinster,electronics,cooker,5,2017-04-29,85.99,429.95
female,62,leinster,phones,nokia,2,2019-08-03,420.19,840.38
female,36,leinster,computers,dell,6,2017-03-21,1323.49,7940.94
male,20,leinster,footwear,adidas,9,2017-12-05,115.99,1043.91
male,48,leinster,computers,asus,4,2019-02-08,984.34,3937.36
male,58,leinster,footwear,puma,8,2017-12-08,99.99,799.92
female,30,leinster,phones,tecno,7,2017-07-07,300.99,2106.93
male,19,leinster,accessories,headphones,5,2017-03-09,225.39,1126.95
male,52,leinster,phones,huawei,10,2017-04-17,750.99,7509.90
male,60,leinster,phones,huawei,2,2018-07-07,750.99,1501.98
male,27,leinster,electronics,refridgerator,2,2019-02-25,205.99,411.98
female,57,leinster,computers,hp,9,2017-12-24,1082.99,9746.91
male,62,leinster,phones,iphone,5,2018-08-18,910.99,4554.95
male,42,leinster,computers,hp,9,2019-12-07,1082.99,9746.91
female,21,leinster,electronics,bulb,9,2018-04-22,7.99,71.91
male,42,leinster,footwear,adidas,9,2018-03-02,115.99,1043.91
female,35,leinster,computers,apple,10,2017-07-03,1672.99,16729.90
male,49,leinster,computers,apple,9,2018-06-19,1672.99,15056.91
male,41,leinster,phones,huawei,9,2018-08-10,750.99,6758.91
male,35,leinster,electronics,bulb,5,2019-07-30,7.99,39.95
male,56,connacht,footwear,adidas,6,2017-08-03,115.99,695.94
male,29,connacht,footwear,puma,6,2019-10-02,99.99,599.94
female,33,munster,footwear,adidas,8,2018-01-03,115.99,927.92
female,26,leinster,accessories,camera,2,2019-10-26,174.88,349.76
female,19,ulster,computers,asus,7,2018-05-05,984.34,6890.38
male,29,ulster,computers,asus,3,2018-10-13,984.34,2953.02
female,62,leinster,electronics,refridgerator,7,2017-05-11,205.99,1441.93
female,51,leinster,footwear,nike,9,2017-02-06,107.92,971.28
female,25,leinster,footwear,adidas,8,2019-03-09,115.99,927.92
female,45,leinster,footwear,puma,10,2019-08-04,99.99,999.90
male,24,connacht,phones,gionee,2,2019-11-12,280.99,561.98
male,22,connacht,accessories,camera,7,2018-05-11,174.88,1224.16
male,56,leinster,computers,lenovo,4,2017-02-06,827.45,3309.80
female,46,munster,computers,lenovo,3,2018-12-02,827.45,2482.35
female,57,munster,computers,hp,2,2018-06-04,1082.99,2165.98
female,46,connacht,computers,lenovo,3,2018-12-31,827.45,2482.35
female,48,leinster,electronics,washing_machine,2,2019-06-10,219.99,439.98
female,51,connacht,phones,tecno,4,2017-05-24,300.99,1203.96
female,43,ulster,accessories,speakers,9,2017-12-17,78.35,705.15
female,60,connacht,computers,dell,10,2019-12-07,1323.49,13234.90
female,30,leinster,phones,iphone,10,2017-08-28,910.99,9109.90
male,42,ulster,accessories,camera,5,2018-12-18,174.88,874.40
female,30,connacht,electronics,cooker,5,2019-08-24,85.99,429.95
male,27,connacht,electronics,washing_machine,8,2018-12-24,219.99,1759.92
female,56,munster,electronics,cooker,8,2019-06-16,85.99,687.92
female,41,connacht,accessories,speakers,3,2019-08-02,78.35,235.05
male,54,munster,accessories,camera,10,2017-03-22,174.88,1748.80
female,58,leinster,footwear,puma,2,2019-02-17,99.99,199.98
male,56,leinster,phones,tecno,2,2018-02-27,300.99,601.98
male,22,leinster,electronics,cooker,7,2017-10-03,85.99,601.93
female,34,connacht,computers,apple,3,2018-06-15,1672.99,5018.97
male,53,leinster,electronics,washing_machine,1,2017-12-06,219.99,219.99
